SchulNr;RegSchl;KoRe;KoHo;ABez1;ABez2;ABez3;PLZ;Ort;Strasse;TelVorw;Telefon;SF;OeffPri;KurzBez;SchBetrSchl;SchBetrSchlDatum;ArtDerTraegerschaft;SchultraegerNr;Schulgliederung;Ganztagsbetrieb;Aktiv;gueltigVon;gueltigBis
12889;362040;357818;5632243;Stadt Wesseling;;;50389;Wesseling;Alfons-Müller-Platz 2;02236;701-0;00;1;Stadt Wesseling;1;19760701;06;0;;0;1;;
12890;362036;345651;5651873;Stadt Pulheim;;;50259;Pulheim;Alte Kölner Str. 26;02238;8080;00;1;Stadt Pulheim;1;19730801;06;0;;0;1;;
12919;374004;405205;5652944;Stadt Bergneustadt;;;51702;Bergneustadt;Othestraße 2-4;02261;4691;00;1;Stadt Bergneustadt;1;19730801;06;0;;0;1;;
12932;374012;399573;5654045;Stadt Gummersbach;Der Stadtdirektor;;51643;Gummersbach;Rathausplatz 1;02261;871;00;1;Stadt Gummersbach;1;19730801;06;0;;0;1;;
12944;374032;397518;5640343;Gemeinde Nümbrecht;;;51588;Nümbrecht;Hauptstraße 16;02293;561;00;1;Gemeinde Nümbrecht;1;19730801;06;0;;0;1;;
12956;374024;397030;5660383;Gemeinde Marienheide;;;51709;Marienheide;Hauptstr. 20;02264;40440;00;1;Gemeinde Marienheide;1;19730801;06;0;;0;1;;
12968;374028;410506;5635481;Gemeinde Morsbach;;;51597;Morsbach;Bahnhofstr. 2;02294;6990;00;1;Gemeinde Morsbach;1;19730801;06;0;;0;1;;
12970;374040;405346;5641264;Gemeinde Reichshof;;;51580;Reichshof;Hauptstraße 12;02296;8010;00;1;Gemeinde Reichshof;1;19730801;06;0;;0;1;;
12993;374044;402543;5637317;Stadt Waldbröl;;;51545;Waldbröl;Nümbrechter Straße 18-21;02291;85-0;00;1;Stadt Waldbröl;1;19730801;06;0;;0;1;;
13006;374048;398030;5645151;Stadt Wiehl;;;51674;Wiehl;Bahnhofstr. 1;02262;990;00;1;Stadt Wiehl;1;19730801;06;0;;0;1;;
13020;378004;368758;5650602;Stadt Bergisch Gladbach;;;51465;Bergisch Gladbach;Konrad-Adenauer-Platz 1;02202;140;00;1;Stadt Bergisch Gladbach;1;19730801;06;0;;0;1;;
13043;374052;387864;5664048;Stadt Wipperfürth;;;51688;Wipperfürth;Marktplatz 1;02267;640;00;1;Stadt Wipperfürth;1;19730801;06;0;;0;1;;
13067;374020;386508;5653475;Gemeinde Lindlar;;;51789;Lindlar;Borromäusstr. 1;02266;960;00;1;Gemeinde Lindlar;1;19730801;06;0;;0;1;;
13079;378020;367969;5655170;Gemeinde Odenthal;;;51519;Odenthal;Altenberger-Dom-Str. 31;02202;7100;00;1;Gemeinde Odenthal;1;19730801;06;0;;0;1;;
13080;378024;379269;5643785;Stadt Overath;;;51491;Overath;Hauptstraße 25;02206;2051-55;00;1;Stadt Overath;1;19730801;06;0;;0;1;;
13092;378028;373231;5641822;Stadt Rösrath;;;51503;Rösrath;Hauptstraße 229;02205;802-0;00;1;Stadt Rösrath;1;19730801;06;0;;0;1;;
13109;374008;388347;5649179;Gemeinde Engelskirchen;;;51766;Engelskirchen;Engelsplatz 4;02263;4045-47;00;1;Gemeinde Engelskirchen;1;19730801;06;0;;0;1;;
13134;378012;378552;5657023;Gemeinde Kürten;;;51515;Kürten;Karlheinz-Stockhausen-Platz 1;02268;939-0;00;1;Gemeinde Kürten;1;19730801;06;0;;0;1;;
13160;382004;360681;5620771;Gemeinde Alfter;;;53347;Alfter;Am Rathaus 7;02221;643051-57;00;1;Gemeinde Alfter;1;19730801;06;0;;0;1;;
13171;382056;372110;5626601;Stadt Sankt Augustin;;;53757;Sankt Augustin;Markt 1;02241;193/1;00;1;Stadt Sankt Augustin;1;19730801;06;0;;0;1;;
13183;382012;359260;5624780;Stadt Bornheim;;;53332;Bornheim;Rathausstr. 2;02222;945-0;00;1;Stadt Bornheim;1;19730801;06;0;;0;1;;
13195;382016;390636;5625421;Gemeinde Eitorf;;;53783;Eitorf;Markt 1;02243;3041;00;1;Gemeinde Eitorf;1;19730801;06;0;;0;1;;
13201;382020;379024;5626247;Stadt Hennef;;;53773;Hennef (Sieg);Frankfurter Str. 97;02242;8880;00;1;Stadt Hennef;1;19730801;06;0;;0;1;;
13213;382008;374819;5611823;Stadt Bad Honnef;;;53604;Bad Honnef;Rathausplatz 1;02224;2071;00;1;Stadt Bad Honnef;1;19730801;06;0;;0;1;;
13225;382024;378149;5618737;Stadt Königswinter;;;53639;Königswinter;Dollendorfer Straße 39;02244;8890;00;1;Stadt Königswinter;1;19730801;06;0;;0;1;;
13237;382028;374153;5633612;Stadt Lohmar;;;53797;Lohmar;Rathausstraße 4;02246;15-0;00;1;Stadt Lohmar;1;19730801;06;0;;0;1;;
13249;382032;361540;5609965;Stadt Meckenheim;;;53340;Meckenheim;Siebengebirgsring 4;02225;9170;00;1;Stadt Meckenheim;1;19730801;06;0;;0;1;;
13250;382036;387705;5640561;Gemeinde Much;;;53804;Much;Hauptstraße 57;02245;6841;00;1;Gemeinde Much;1;19730801;06;0;;0;1;;
13262;382040;382905;5633795;Gemeinde Neunkirchen-Seelscheid;;;53819;Neunkirchen-Seelscheid;Hauptstraße 78;02247;3030;00;1;Gemeinde Neunkirchen-Seelscheid;1;19730801;06;0;;0;1;;
13274;382044;361560;5630817;Stadt Niederkassel;;;53859;Niederkassel;Rathausstraße 19;02208;4051;00;1;Stadt Niederkassel;1;19730801;06;0;;0;1;;
13286;382048;355008;5610432;Stadt Rheinbach;;;53359;Rheinbach;Schweigelstraße 23;02226;9170;00;1;Stadt Rheinbach;1;19730801;06;0;;0;1;;
13298;382052;389883;5633023;Gemeinde Ruppichteroth;;;53809;Ruppichteroth;Rathausstraße 18;02295;5011;00;1;Gemeinde Ruppichteroth;1;19730801;06;0;;0;1;;
13304;382060;374842;5629377;Stadt Siegburg;;;53721;Siegburg;Notenger Platz 10;02241;1021;00;1;Stadt Siegburg;1;19730801;06;0;;0;1;;
13316;382064;351071;5614224;Gemeinde Swisttal;;;53913;Swisttal;Rathausstr. 115;02255;531;00;1;Gemeinde Swisttal;1;19730801;06;0;;0;1;;
13328;382068;369538;5631161;Stadt Troisdorf;;;53840;Troisdorf;Kölner Str. 176;02241;9000;00;1;Stadt Troisdorf;1;19730801;06;0;;0;1;;
13330;382072;367940;5609742;Gemeinde Wachtberg;;;53343;Wachtberg;Rathausstraße 34;02221;343011;00;1;Gemeinde Wachtberg;1;19730801;06;0;;0;1;;
13341;382076;402088;5628151;Gemeinde Windeck;;;51570;Windeck;Rathausstr. 12;02292;5051-55;00;1;Gemeinde Windeck;1;19730801;06;0;;0;1;;
13353;334004;300655;5639757;Stadt Alsdorf;;;52477;Alsdorf;Hubertusstr. 17;02404;500;00;1;Stadt Alsdorf;1;19730801;06;0;;0;1;;
13365;334008;301926;5642704;Stadt Baesweiler;;;52499;Baesweiler;Aachener Str. 280;02401;2901;00;1;Stadt Baesweiler;1;19730801;06;0;;0;1;;
13377;334012;307796;5633324;Stadt Eschweiler;;;52249;Eschweiler;Rathausplatz 1;02403;71-220;00;1;Stadt Eschweiler;1;19730801;06;0;;0;1;;
13389;334016;296060;5639433;Stadt Herzogenrath;;;52134;Herzogenrath;Rathausplatz 1;02406;83/1;00;1;Stadt Herzogenrath;1;19730801;06;0;;0;1;;
13390;334020;304345;5604540;Stadt Monschau;;;52156;Monschau;Laufenstraße 84;02472;2001;00;1;Stadt Monschau;1;19730801;06;0;;0;1;;
13407;334024;301719;5614402;Gemeinde Roetgen;;;52159;Roetgen;Hauptstraße 55;02471;4021;00;1;Gemeinde Roetgen;1;19730801;06;0;;0;1;;
13419;334028;309180;5609519;Gemeinde Simmerath;;;52152;Simmerath;Rathaus;02473;88/1;00;1;Gemeinde Simmerath;1;19730801;06;0;;0;1;;
13420;334032;304610;5627904;Stadt Stolberg;;;52222;Stolberg (Rhld.);Rathausstraße 11-13;02402;13/1;00;1;Stadt Stolberg;1;19730801;06;0;;0;1;;
13432;334036;297964;5633717;Stadt Würselen;;;52146;Würselen;Kaiserstraße 36;02405;671;00;1;Stadt Würselen;1;19730801;06;0;;0;1;;
13444;358004;308955;5641528;Gemeinde Aldenhoven;;;52457;Aldenhoven;Dietrich-Muelfahrt-Straße 11-13;02464;1095;00;1;Gemeinde Aldenhoven;1;19730801;06;0;;0;1;;
13456;358008;322597;5630961;Stadt Düren;;;52349;Düren;Kaiserplatz 2-4;02421;25-0;00;1;Stadt Düren;1;19730801;06;0;;0;1;;
13468;358016;316196;5622140;Gemeinde Hürtgenwald;;;52393;Hürtgenwald;August-Scholl-Str. 5;02429;1071;00;1;Gemeinde Hürtgenwald;1;19730801;06;0;;0;1;;
13470;358024;314623;5644389;Stadt Jülich;;;52428;Jülich;Große Rurstraße 17;02461;63/1;00;1;Stadt Jülich;1;19730801;06;0;;0;1;;
13481;358028;322751;5625162;Gemeinde Kreuzau;;;52372;Kreuzau;Bahnhofstraße 7;02422;5070;00;1;Gemeinde Kreuzau;1;19730801;06;0;;0;1;;
13493;358032;314158;5632557;Gemeinde Langerwehe;;;52379;Langerwehe;Schönthaler Str. 4;02423;2021-23;00;1;Gemeinde Langerwehe;1;19730801;06;0;;0;1;;
13500;358036;308240;5650701;Stadt Linnich;;;52441;Linnich;Rurdorfer Straße 64;02462;6064-68;00;1;Stadt Linnich;1;19730801;06;0;;0;1;;
13511;358040;325885;5633329;Gemeinde Merzenich;;;52399;Merzenich;Valdersweg 1;02421;33015;00;1;Gemeinde Merzenich;1;19730801;06;0;;0;1;;
13523;358048;321464;5640101;Gemeinde Niederzier;;;52382;Niederzier;Rathausstraße 8;02428;2111-14;00;1;Gemeinde Niederzier;1;19730801;06;0;;0;1;;
13535;358044;322148;5618338;Stadt Nideggen;;;52385;Nideggen;Zülpicher Straße 1;02427;809-0;00;1;Stadt Nideggen;1;19730801;06;0;;0;1;;
13547;358052;333881;5631254;Gemeinde Nörvenich;;;52388;Nörvenich;Bahnhofstr. 25;02426;1010;00;1;Gemeinde Nörvenich;1;19730801;06;0;;0;1;;
13559;358056;319286;5653320;Gemeinde Titz;;;52445;Titz;Landstr. 4;02463;6590;00;1;Gemeinde Titz;1;19730801;06;0;;0;1;;
13560;358060;330775;5623912;Gemeinde Vettweiß;;;52391;Vettweiß;Gereonstraße 14;02424;7163;00;1;Gemeinde Vettweiß;1;19730801;06;0;;0;1;;
13572;370004;311889;5662176;Stadt Erkelenz;;;41812;Erkelenz;Johannismarkt 17;02431;85119;00;1;Stadt Erkelenz;1;19730801;06;0;;0;1;;
13584;370008;289335;5653110;Gemeinde Gangelt;;;52538;Gangelt;Burgstr. 10;02454;5001;00;1;Gemeinde Gangelt;1;19730801;06;0;;0;1;;
13596;370012;297842;5649818;Stadt Geilenkirchen;;;52511;Geilenkirchen;Markt 9;02451;6290;00;1;Stadt Geilenkirchen;1;19730801;06;0;;0;1;;
13602;370016;296356;5660750;Stadt Heinsberg;;;52525;Heinsberg;Apfelstraße 60;02452;5061-66;00;1;Stadt Heinsberg;1;19730801;06;0;;0;1;;
13614;370020;305395;5659464;Stadt Hückelhoven;;;41836;Hückelhoven;Parkhofstraße 76;02433;4045;00;1;Stadt Hückelhoven;1;19730801;06;0;;0;1;;
13626;166020;302027;5677272;Gemeinde Niederkrüchten;;;41372;Niederkrüchten;Laurentiusstraße 19;02163;980-0;00;1;Gemeinde Niederkrüchten;1;19730801;06;0;;0;1;;
13638;370024;282727;5656156;Gemeinde Selfkant;;;52538;Selfkant;Am Rathaus 13;02456;955;00;1;Gemeinde Selfkant;1;19730801;06;0;;0;1;;
13640;370028;297520;5644804;Stadt Übach-Palenberg;;;52531;Übach-Palenberg;Rathausplatz 4;02451;4011;00;1;Stadt Übach-Palenberg;1;19730801;06;0;;0;1;;
13651;370032;289048;5661714;Gemeinde Waldfeucht;;;52525;Waldfeucht;Lambertusstraße 13;02455;423;00;1;Gemeinde Waldfeucht;1;19730801;06;0;;0;1;;
13663;370040;309539;5669065;Stadt Wegberg;;;41844;Wegberg;Rathausplatz 25;02434;830;00;1;Stadt Wegberg;1;19730801;06;0;;0;1;;
13675;554004;363578;5771120;Stadt Ahaus;;;48683;Ahaus;Hindenburgallee 1;02561;721;00;1;Stadt Ahaus;1;19730801;06;0;;0;1;;
13687;554020;365134;5786084;Stadt Gronau;;;48599;Gronau (Westf.);Konrad-Adenauer-Straße 1;02562;12-241;00;1;Stadt Gronau;1;19730801;06;0;;0;1;;
13699;554056;357030;5762250;Stadt Stadtlohn;;;48703;Stadtlohn;Markt 3;02563;3055;00;1;Stadt Stadtlohn;1;19730801;06;0;;0;1;;
13705;554068;350822;5767480;Stadt Vreden;;;48691;Vreden;Burgstraße 14;02564;3030;00;1;Stadt Vreden;1;19730801;06;0;;0;1;;
13729;554024;370051;5776522;Gemeinde Heek;;;48619;Heek;Bahnhofstraße 60;02568;844;00;1;Gemeinde Heek;1;19730801;06;0;;0;1;;
13730;554036;369841;5766216;Gemeinde Legden;;;48739;Legden;Amtshausstr. 1;02566;910-0;00;1;Gemeinde Legden;1;19730801;06;0;;0;1;;
13742;554060;349448;5756008;Gemeinde Südlohn;;;46354;Südlohn;Mühlenstraße 2;02862;6263;00;1;Gemeinde Südlohn;1;19730801;06;0;;0;1;;
13754;554052;379039;5772677;Gemeinde Schöppingen;;;48624;Schöppingen;Amtsstraße 17;02555;505;00;1;Gemeinde Schöppingen;1;19730801;06;0;;0;1;;
13791;570004;423167;5735093;Stadt Ahlen;;;59227;Ahlen;Westenmauer 10;02382;590;00;1;Stadt Ahlen;1;19730801;06;0;;0;1;;
13808;570008;433802;5734196;Stadt Beckum;;;59269;Beckum;Markt 1;02521;291;00;1;Stadt Beckum;1;19730801;06;0;;0;1;;
13810;570020;433007;5743097;Stadt Ennigerloh;;;59320;Ennigerloh;Marktplatz 1;02524;5071-79;00;1;Stadt Ennigerloh;1;19730801;06;0;;0;1;;
13845;570028;440941;5742180;Stadt Oelde;;;59302;Oelde;Bahnhofstraße 17;02522;720;00;1;Stadt Oelde;1;19730801;06;0;;0;1;;
13870;570040;419316;5744337;Stadt Sendenhorst;;;48324;Sendenhorst;Kirchstraße 1;02526;303-0;00;1;Stadt Sendenhorst;1;19730801;06;0;;0;1;;
13900;554012;352355;5746116;Stadt Borken;;;46325;Borken;Im Piepershagen 17;02861;9390;00;1;Stadt Borken;1;19730801;06;0;;0;1;;
13924;554048;341165;5745708;Stadt Rhede;;;46414;Rhede;Neustraße 10;02872;9300;00;1;Stadt Rhede;1;19730801;06;0;;0;1;;
13936;554040;350808;5737486;Gemeinde Raesfeld;;;46348;Raesfeld;Weseler Str. 19;02865;955-0;00;1;Gemeinde Raesfeld;1;19730801;06;0;;0;1;;
13948;554044;365128;5743850;Gemeinde Reken;;;48734;Reken;Kirchstraße 14;02864;301;00;1;Gemeinde Reken;1;19730801;06;0;;0;1;;
13950;554028;357608;5743764;Gemeinde Heiden;;;46359;Heiden;Rathausplatz 1;02867;9770;00;1;Gemeinde Heiden;1;19730801;06;0;;0;1;;
13985;554064;361295;5751203;Stadt Velen;;;46342;Velen;Ramsdorfer Straße 19;02863;341;00;1;Stadt Velen;1;19730801;06;0;;0;1;;
13997;558012;374095;5756577;Stadt Coesfeld;;;48653;Coesfeld;Markt 8;02541;15/1;00;1;Stadt Coesfeld;1;19730801;06;0;;0;1;;
14000;558016;381333;5743469;Stadt Dülmen;;;48249;Dülmen;Markt 1-3;02594;120;00;1;Stadt Dülmen;1;19730801;06;0;;0;1;;
14011;558008;382682;5759883;Stadt Billerbeck;;;48727;Billerbeck;Markt 1;02543;537;00;1;Stadt Billerbeck;1;19730801;06;0;;0;1;;
14023;554016;362690;5758090;Stadt Gescher;;;48712;Gescher;Lindenstraße 2;02542;851;00;1;Stadt Gescher;1;19730801;06;0;;0;1;;
14060;558040;377094;5764430;Gemeinde Rosendahl;;;48720;Rosendahl;Hauptstraße 30;02547;217;00;1;Gemeinde Rosendahl;1;19730801;06;0;;0;1;;
14102;978040;405549;5724659;Stadt Werne;;;59368;Werne;Konrad-Adenauer-Platz 1;02389;71/1;00;1;Stadt Werne;1;19730801;06;0;;0;1;;
14114;558004;404940;5738584;Gemeinde Ascheberg;;;59387;Ascheberg;Dieningstraße 7;02593;1051;00;1;Gemeinde Ascheberg;1;19730801;06;0;;0;1;;
14126;558044;395953;5746094;Gemeinde Senden;;;48308;Senden;Münsterstr. 30;02597;699-0;00;1;Gemeinde Senden;1;19730801;06;0;;0;1;;
14138;570016;412934;5739376;Stadt Drensteinfurt;;;48317;Drensteinfurt;Landsbergplatz 7;02508;995-0;00;1;Stadt Drensteinfurt;1;19730801;06;0;;0;1;;
14163;978032;394164;5724972;Stadt Selm;;;59379;Selm;Adenauerplatz 2;02592;61001;00;1;Stadt Selm;1;19730801;06;0;;0;1;;
14199;558024;392523;5736719;Stadt Lüdinghausen;;;59348;Lüdinghausen;Borg 2;02591;5011-18;00;1;Stadt Lüdinghausen;1;19730801;06;0;;0;1;;
14229;558028;398172;5732904;Gemeinde Nordkirchen;;;59394;Nordkirchen;Bohlenstr. 2;02596;1072;00;1;Gemeinde Nordkirchen;1;19730801;06;0;;0;1;;
14242;566012;404723;5772203;Stadt Greven;;;48268;Greven;Rathausstraße 6;02571;14/1;00;1;Stadt Greven;1;19730801;06;0;;0;1;;
14254;558020;391044;5759572;Gemeinde Havixbeck;;;48329;Havixbeck;Pfarrstiege 5;02507;1091;00;1;Gemeinde Havixbeck;1;19730801;06;0;;0;1;;
14266;566080;406516;5781179;Gemeinde Saerbeck;;;48369;Saerbeck;Emsdettener Straße 1;02574;8033-36;00;1;Gemeinde Saerbeck;1;19730801;06;0;;0;1;;
14280;558032;386725;5754475;Gemeinde Nottuln;;;48301;Nottuln;Stiftsplatz 7-8;02502;6001;00;1;Gemeinde Nottuln;1;19730801;06;0;;0;1;;
14369;570044;416799;5759836;Stadt Telgte;;;48291;Telgte;Bassfeld 4-6;02504;13/1;00;1;Stadt Telgte;1;19730801;06;0;;0;1;;
14436;562016;374551;5733995;Stadt Haltern am See;;;45721;Haltern am See;Schmeddingstraße 2;02364;9330;00;1;Stadt Haltern am See;1;19730801;06;0;;0;1;;
14448;562020;370826;5717527;Stadt Herten;;;45699;Herten;Kurt-Schumacher-Straße 2;02366;303/1;00;1;Stadt Herten;1;19730801;06;0;;0;1;;
14485;562008;386126;5724465;Stadt Datteln;;;45711;Datteln;Elisabethstraße 8;02363;4021;00;1;Stadt Datteln;1;19730801;06;0;;0;1;;
14503;562028;379863;5722334;Stadt Oer-Erkenschwick;;;45739;Oer-Erkenschwick;Rathausplatz 1;02368;6910;00;1;Stadt Oer-Erkenschwick;1;19730801;06;0;;0;1;;
14540;562012;359567;5726254;Stadt Dorsten;;;46284;Dorsten;Halterner Straße 5;02362;660;00;1;Stadt Dorsten;1;19730801;06;0;;0;1;;
14618;562024;368200;5724505;Stadt Marl;;;45768;Marl;Creiler Platz 1;02365;1051;00;1;Stadt Marl;1;19730801;06;0;;0;1;;
14655;562036;388543;5720353;Stadt Waltrop;;;45731;Waltrop;Münsterstraße 1;02309;621;00;1;Stadt Waltrop;1;19730801;06;0;;0;1;;
14679;566084;390125;5776531;Stadt Steinfurt;;;48565;Steinfurt;Emsdettener Str. 40;02552;560;00;1;Stadt Steinfurt;1;19730801;06;0;;0;1;;
14680;566008;399423;5781388;Stadt Emsdetten;;;48282;Emsdetten;Am Markt 1;02572;121;00;1;Stadt Emsdetten;1;19730801;06;0;;0;1;;
14692;566076;393377;5793077;Stadt Rheine;;;48431;Rheine;Klosterstraße 14;05971;939-0;00;1;Stadt Rheine;1;19730801;06;0;;0;1;;
14709;566004;394940;5767316;Gemeinde Altenberge;;;48341;Altenberge;Kirchstraße 25;02505;820;00;1;Gemeinde Altenberge;1;19730801;06;0;;0;1;;
14710;566052;377837;5778544;Gemeinde Metelen;;;48629;Metelen;Sendplatz 18;02556;890;00;1;Gemeinde Metelen;1;19730801;06;0;;0;1;;
14722;566060;388719;5789356;Gemeinde Neuenkirchen;;;48485;Neuenkirchen;Hauptstraße 16;05973;801;00;1;Gemeinde Neuenkirchen;1;19730801;06;0;;0;1;;
14734;566064;395856;5771500;Gemeinde Nordwalde;;;48356;Nordwalde;Bahnhofstr. 2;02573;929-0;00;1;Gemeinde Nordwalde;1;19730801;06;0;;0;1;;
14746;566096;385345;5785731;Gemeinde Wettringen;;;48493;Wettringen;Kirchstraße 19;02557;451-53;00;1;Gemeinde Wettringen;1;19730801;06;0;;0;1;;
14758;566024;383673;5771297;Stadt Horstmar;;;48612;Horstmar;Kirchplatz 1-3;02558;790;00;1;Stadt Horstmar;1;19730801;06;0;;0;1;;
14760;566036;387426;5768351;Gemeinde Laer;;;48366;Laer;Hohe Straße 10;02554;741;00;1;Gemeinde Laer;1;19730801;06;0;;0;1;;
14771;566068;375960;5785808;Stadt Ochtrup;;;48607;Ochtrup;Prof.-Gärtner-Straße 10;02553;3022;00;1;Stadt Ochtrup;1;19730801;06;0;;0;1;;
14825;566040;421235;5782942;Stadt Lengerich;;;49525;Lengerich;Tecklenburger Str. 2-4;05481;330;00;1;Stadt Lengerich;1;19730801;06;0;;0;1;;
14837;566032;413568;5776623;Gemeinde Ladbergen;;;49549;Ladbergen;Alte Schulstraße 1-3;05485;1051-53;00;1;Gemeinde Ladbergen;1;19730801;06;0;;0;1;;
14849;566044;429761;5777780;Gemeinde Lienen;;;49536;Lienen;Hauptstraße 14;05483;7396-0;00;1;Gemeinde Lienen;1;19730801;06;0;;0;1;;
14850;566056;416845;5796954;Gemeinde Mettingen;;;49497;Mettingen;Burgstraße 6-8;05452;1081-85;00;1;Gemeinde Mettingen;1;19730801;06;0;;0;1;;
14862;566072;412254;5800178;Gemeinde Recke;;;49509;Recke;Ibbenbürener Straße 7;05453;3081;00;1;Gemeinde Recke;1;19730801;06;0;;0;1;;
14874;566092;423504;5796565;Gemeinde Westerkappeln;;;49492;Westerkappeln;Große Straße 13;05404;2033;00;1;Gemeinde Westerkappeln;1;19730801;06;0;;0;1;;
14898;566020;404968;5804121;Gemeinde Hopsten;;;48496;Hopsten;Bunte Straße 35;05458;831;00;1;Gemeinde Hopsten;1;19730801;06;0;;0;1;;
14928;566028;412351;5792150;Stadt Ibbenbüren;;;49477;Ibbenbüren;Alte Münsterstr. 16;05451;9310;00;1;Stadt Ibbenbüren;1;19730801;06;0;;0;1;;
14930;566048;426250;5792528;Gemeinde Lotte;;;49504;Lotte;Bahnhofstraße 36;05404;2021;00;1;Gemeinde Lotte;1;19730801;06;0;;0;1;;
14977;566016;406331;5790886;Stadt Hörstel;;;48477;Hörstel;Kalixtusstraße 6;05454;7045;00;1;Stadt Hörstel;1;19730801;06;0;;0;1;;
15027;566088;418993;5786083;Stadt Tecklenburg;;;49545;Tecklenburg;Landrat-Schultz-Str. 1;05482;730;00;1;Stadt Tecklenburg;1;19730801;06;0;;0;1;;
15039;570052;430405;5756171;Stadt Warendorf;;;48231;Warendorf;Lange Kesselstr. 4-6;02581;54/1;00;1;Stadt Warendorf;1;19730801;06;0;;0;1;;
15040;570024;420708;5753483;Gemeinde Everswinkel;;;48351;Everswinkel;Am Magnusplatz 30;02582;880;00;1;Gemeinde Everswinkel;1;19730801;06;0;;0;1;;
15052;570036;434082;5759901;Stadt Sassenberg;;;48336;Sassenberg;Schürenstr. 17;02583;309-0;00;1;Stadt Sassenberg;1;19730801;06;0;;0;1;;
15076;570012;439496;5753554;Gemeinde Beelen;;;48361;Beelen;Warendorfer Straße 9;02586;1031;00;1;Gemeinde Beelen;1;19730801;06;0;;0;1;;
15118;754016;446670;5757019;Stadt Harsewinkel;;;33428;Harsewinkel;Münsterstraße 14;05247;2001-4;00;1;Stadt Harsewinkel;1;19730801;06;0;;0;1;;
15155;570032;420363;5765652;Gemeinde Ostbevern;;;48346;Ostbevern;Hauptstraße 24;02532;5021-23;00;1;Gemeinde Ostbevern;1;19730801;06;0;;0;1;;
15180;754036;474965;5750201;Stadt Schloß Holte-Stukenbrock;Stadtverwaltung;;33758;Schloß Holte-Stukenbrock;Rathausstr. 2;05207;601;00;1;Stadt Schloß Holte-Stukenbrock;1;19730801;06;0;;0;1;;
15295;774016;469451;5711505;Stadt Büren;;;33142;Büren;Königstr. 16;02951;9700;00;1;Stadt Büren;1;19730801;06;0;;0;1;;
15313;774028;493210;5718376;Stadt Lichtenau;;;33165;Lichtenau;Lange Straße 67;05295;393;00;1;Stadt Lichtenau;1;19730801;06;0;;0;1;;
15350;774036;472686;5724564;Stadt Salzkotten;;;33154;Salzkotten;Marktstraße 7;05258;8022-25;00;1;Stadt Salzkotten;1;19730801;06;0;;0;1;;
15453;774040;482302;5707284;Bad Wünnenberg;;;33181;Bad Wünnenberg;Poststraße 15;02953;714;00;1;Bad Wünnenberg, Stadt;1;19730801;06;0;;0;1;;
15465;766004;481847;5750816;Gemeinde Augustdorf;;;32832;Augustdorf;Pivitsheider Straße 16;05237;7321-23;00;1;Gemeinde Augustdorf;1;19730801;06;0;;0;1;;
15477;766016;506247;5754766;Stadt Blomberg;;;32825;Blomberg;Marktplatz 1;05235;444;00;1;Stadt Blomberg;1;19730801;06;0;;0;1;;
15489;766020;491700;5753844;Stadt Detmold;;;32756;Detmold;Marktplatz 5;05231;77/1;00;1;Stadt Detmold;1;19730801;06;0;;0;1;;
15490;766040;485758;5759990;Stadt Lage;;;32791;Lage;Lange Straße 72;05232;601/1;00;1;Stadt Lage;1;19730801;06;0;;0;1;;
15507;766052;516928;5756387;Stadt Lügde;;;32676;Lügde;Am Markt 1;05281;7011-13;00;1;Stadt Lügde;1;19730801;06;0;;0;1;;
15519;766032;496108;5746807;Stadt Horn-Bad Meinberg;;;32805;Horn-Bad Meinberg;Marktplatz 4;05234;851;00;1;Stadt Horn-Bad Meinberg;1;19730801;06;0;;0;1;;
15520;766060;510295;5751641;Stadt Schieder-Schwalenberg;Der Bürgermeister;;32816;Schieder-Schwalenberg;Domäne 3;05282;601-0;00;1;Stadt Schieder-Schwalenberg;1;19730801;06;0;;0;1;;
15532;766064;489328;5739752;Gemeinde Schlangen;;;33189;Schlangen;Kirchplatz 6;05252;981112;00;1;Gemeinde Schlangen;1;19730801;06;0;;0;1;;
15544;754004;452298;5772771;Stadt Borgholzhausen;;;33829;Borgholzhausen;Schulstraße 5;05425;5021;00;1;Stadt Borgholzhausen;1;19730801;06;0;;0;1;;
15570;754012;456073;5767826;Stadt Halle;;;33790;Halle (Westf.);Ravensberger Str. 1;05201;1830;00;1;Stadt Halle (Westf.);1;19730801;06;0;;0;1;;
15600;754040;460055;5761977;Gemeinde Steinhagen;;;33803;Steinhagen;Am Pulverbach 25;05204;997-0;00;1;Gemeinde Steinhagen;1;19730801;06;0;;0;1;;
15647;754048;441867;5765805;Stadt Versmold;;;33775;Versmold;Münsterstraße 16;05423;954-0;00;1;Stadt Versmold;1;19730801;06;0;;0;1;;
15659;758004;471353;5783045;Stadt Bünde;;;32257;Bünde;Bahnhofstr. 15;05223;161-0;00;1;Stadt Bünde;1;19730801;06;0;;0;1;;
15660;758008;469594;5776553;Stadt Enger;;;32130;Enger;Bahnhofstraße 44;05224;3091;00;1;Stadt Enger;1;19730801;06;0;;0;1;;
15672;758012;477405;5773989;Stadt Herford;;;32052;Herford;Rathausplatz 1;05221;189/1;00;1;Stadt Herford;1;19730801;06;0;;0;1;;
15684;758016;475256;5778180;Gemeinde Hiddenhausen;;;32120;Hiddenhausen;Rathausstraße 1;05221;693/1;00;1;Gemeinde Hiddenhausen;1;19730801;06;0;;0;1;;
